name	unique reads 180626-180628-190531_Brain_S32 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (mult. map. adj.)	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(lib)	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(total)	coordinateString 180626-180628-190531_Brain_S32 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (lib)	180626-180628-190531_Brain_S32 (total)
Homo_sapiens_chr1.trna42-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna42-LeuCAG:tRNA,161463742,161463824,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna34-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna34-LeuCAG:tRNA,161448951,161449033,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna67-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna67-LeuCAG:tRNA,161448951,161449033,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna67-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna67-LeuCAG:tRNA,161456332,161456414,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	56.0	2616.0	49.393916056988814	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161530342,161530424,-	1462.00728302468	4.740210792331584
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,161448951,161449033,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161463742,161463824,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,161448951,161449033,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna67-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna67-LeuCAG:tRNA,161471123,161471205,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,161456332,161456414,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna38-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna38-LeuCAG:tRNA,161471123,161471205,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna42-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna42-LeuCAG:tRNA,161448951,161449033,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,161441533,161441615,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	6:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,26521208,26521290,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna34-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna34-LeuCAG:tRNA,161441533,161441615,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna42-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna42-LeuCAG:tRNA,161471123,161471205,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna38-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna38-LeuCAG:tRNA,161448951,161449033,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna42-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna42-LeuCAG:tRNA,161441533,161441615,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,161471123,161471205,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna67-LeuCAG:tRNA	56.0	2616.0	49.393916056988814	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna67-LeuCAG:tRNA,161530342,161530424,-	1462.00728302468	4.740210792331584
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,161463742,161463824,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	56.0	2616.0	49.393916056988814	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,161530342,161530424,-	1462.00728302468	4.740210792331584
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161456332,161456414,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161471123,161471205,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna34-LeuCAG:tRNA	56.0	2616.0	49.393916056988814	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna34-LeuCAG:tRNA,161530342,161530424,-	1462.00728302468	4.740210792331584
Homo_sapiens_chr1.trna38-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna38-LeuCAG:tRNA,161441533,161441615,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna67-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna67-LeuCAG:tRNA,161463742,161463824,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna42-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna42-LeuCAG:tRNA,161456332,161456414,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,161471123,161471205,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	6:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,26521208,26521290,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,161456332,161456414,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,161441533,161441615,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161448951,161449033,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161441533,161441615,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	56.0	2616.0	49.39391605698881	77430.81249075032	251.05098811020216	1:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,161463742,161463824,+	1462.0072830246797	4.740210792331583
Homo_sapiens_chr16.trna26-LeuCAG:tRNA	55.0	2593.0	48.924528301886774	76750.03699866805	248.84373553889688	16:hsa;Homo_sapiens_chr16.trna26-LeuCAG:tRNA,57300480,57300562,-	1448.1139056352456	4.695164821488619
Homo_sapiens_chr16.trna26-LeuCAG:tRNA	55.0	2593.0	48.92452830188677	76750.03699866805	248.84373553889688	16:hsa;Homo_sapiens_chr16.trna26-LeuCAG:tRNA,57299951,57300033,+	1448.1139056352454	4.695164821488618
Homo_sapiens_chr16.trna17-LeuCAG:tRNA	55.0	2593.0	48.92452830188677	76750.03699866805	248.84373553889688	16:hsa;Homo_sapiens_chr16.trna17-LeuCAG:tRNA,57299951,57300033,+	1448.1139056352454	4.695164821488618
Homo_sapiens_chr16.trna17-LeuCAG:tRNA	55.0	2593.0	48.924528301886774	76750.03699866805	248.84373553889688	16:hsa;Homo_sapiens_chr16.trna17-LeuCAG:tRNA,57300480,57300562,-	1448.1139056352456	4.695164821488619
Homo_sapiens_chr3.trna11-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr3.trna11-ArgACG:tRNA,27213844,27213916,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr3.trna11-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	3:hsa;Homo_sapiens_chr3.trna11-ArgACG:tRNA,45688999,45689071,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna36-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr6.trna36-ArgACG:tRNA,27213844,27213916,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna138-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr6.trna138-ArgACG:tRNA,27670565,27670637,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna156-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr6.trna156-ArgACG:tRNA,27213844,27213916,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna138-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	3:hsa;Homo_sapiens_chr6.trna138-ArgACG:tRNA,45688999,45689071,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna138-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr6.trna138-ArgACG:tRNA,27213844,27213916,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna138-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr6.trna138-ArgACG:tRNA,27215173,27215245,+	2913.867100784373	9.447520842702165
Homo_sapiens_chr3.trna11-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr3.trna11-ArgACG:tRNA,27215173,27215245,+	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna36-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr6.trna36-ArgACG:tRNA,27670565,27670637,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr3.trna11-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr3.trna11-ArgACG:tRNA,27670565,27670637,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna156-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	3:hsa;Homo_sapiens_chr6.trna156-ArgACG:tRNA,45688999,45689071,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna156-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr6.trna156-ArgACG:tRNA,27670565,27670637,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna36-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr6.trna36-ArgACG:tRNA,27215173,27215245,+	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna156-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	6:hsa;Homo_sapiens_chr6.trna156-ArgACG:tRNA,27215173,27215245,+	2913.867100784373	9.447520842702165
Homo_sapiens_chr6.trna36-ArgACG:tRNA	31.0	2424.0	98.44500000000005	71747.81707858517	232.62522751495797	3:hsa;Homo_sapiens_chr6.trna36-ArgACG:tRNA,45688999,45689071,-	2913.867100784373	9.447520842702165
Homo_sapiens_chr14.trna7-ArgACG:tRNA	26.0	2359.0	94.43111111111116	69823.88634009175	226.387339813443	6:hsa;Homo_sapiens_chr14.trna7-ArgACG:tRNA,26537498,26537570,+	2795.0602667192884	9.062317948313742
Homo_sapiens_chr6.trna8-ArgACG:tRNA	26.0	2359.0	94.43111111111116	69823.88634009175	226.387339813443	6:hsa;Homo_sapiens_chr6.trna8-ArgACG:tRNA,26328140,26328212,+	2795.0602667192884	9.062317948313742
Homo_sapiens_chr14.trna7-ArgACG:tRNA	26.0	2359.0	94.43111111111116	69823.88634009175	226.387339813443	14:hsa;Homo_sapiens_chr14.trna7-ArgACG:tRNA,22929701,22929773,+	2795.0602667192884	9.062317948313742
Homo_sapiens_chr6.trna6-ArgACG:tRNA	26.0	2359.0	94.43111111111116	69823.88634009175	226.387339813443	14:hsa;Homo_sapiens_chr6.trna6-ArgACG:tRNA,22929701,22929773,+	2795.0602667192884	9.062317948313742
Homo_sapiens_chr6.trna6-ArgACG:tRNA	26.0	2359.0	94.43111111111116	69823.88634009175	226.387339813443	6:hsa;Homo_sapiens_chr6.trna6-ArgACG:tRNA,26537498,26537570,+	2795.0602667192884	9.062317948313742
Homo_sapiens_chr14.trna7-ArgACG:tRNA	26.0	2359.0	94.43111111111116	69823.88634009175	226.387339813443	6:hsa;Homo_sapiens_chr14.trna7-ArgACG:tRNA,26328140,26328212,+	2795.0602667192884	9.062317948313742
Homo_sapiens_chr6.trna8-ArgACG:tRNA	26.0	2359.0	94.43111111111116	69823.88634009175	226.387339813443	6:hsa;Homo_sapiens_chr6.trna8-ArgACG:tRNA,26537498,26537570,+	2795.0602667192884	9.062317948313742
Homo_sapiens_chr6.trna8-ArgACG:tRNA	26.0	2359.0	94.43111111111116	69823.88634009175	226.387339813443	14:hsa;Homo_sapiens_chr6.trna8-ArgACG:tRNA,22929701,22929773,+	2795.0602667192884	9.062317948313742
Homo_sapiens_chr6.trna6-ArgACG:tRNA	26.0	2359.0	94.43111111111116	69823.88634009175	226.387339813443	6:hsa;Homo_sapiens_chr6.trna6-ArgACG:tRNA,26328140,26328212,+	2795.0602667192884	9.062317948313742
Homo_sapiens_chr17.trna16-GlnTTG:tRNA	72.0	2346.0	100.64672399672399	69439.10019239307	225.13976227314	17:hsa;Homo_sapiens_chr17.trna16-GlnTTG:tRNA,49192528,49192599,+	2979.0357850147693	9.658814797183622
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	17:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,8119752,8119823,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	17:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,8119752,8119823,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	78.0	2313.0	62.52281457281457	68462.33535592718	221.9728346708324	15:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,65869062,65869133,-	1850.6086894424911	6.000158401351699
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,27519529,27519600,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,27519529,27519600,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	78.0	2313.0	62.52281457281457	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,28941601,28941672,-	1850.6086894424911	6.000158401351699
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,18836171,18836242,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,18836171,18836242,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	78.0	2313.0	62.52281457281457	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,28941601,28941672,-	1850.6086894424911	6.000158401351699
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,18836171,18836242,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,18836171,18836242,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	17:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,8119752,8119823,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	17:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,8119752,8119823,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	78.0	2313.0	62.52281457281457	68462.33535592718	221.9728346708324	15:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,65869062,65869133,-	1850.6086894424911	6.000158401351699
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,27519529,27519600,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	78.0	2313.0	62.52281457281457	68462.33535592718	221.9728346708324	15:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,65869062,65869133,-	1850.6086894424911	6.000158401351699
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	78.0	2313.0	62.52281457281457	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,28941601,28941672,-	1850.6086894424911	6.000158401351699
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	78.0	2313.0	62.52281457281457	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,28941601,28941672,-	1850.6086894424911	6.000158401351699
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	78.0	2313.0	62.52281457281457	68462.33535592718	221.9728346708324	15:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,65869062,65869133,-	1850.6086894424911	6.000158401351699
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	17:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,8119752,8119823,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,27519529,27519600,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,18836171,18836242,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	78.0	2313.0	62.52281457281457	68462.33535592718	221.9728346708324	15:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,65869062,65869133,-	1850.6086894424911	6.000158401351699
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	78.0	2313.0	62.52281457281459	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,27519529,27519600,+	1850.6086894424918	6.000158401351701
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	78.0	2313.0	62.52281457281457	68462.33535592718	221.9728346708324	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,28941601,28941672,-	1850.6086894424911	6.000158401351699
Homo_sapiens_chr6.trna174-GlnTTG:tRNA	66.0	2225.0	60.31339066339066	65857.62912535148	213.52769439801216	6:hsa;Homo_sapiens_chr6.trna174-GlnTTG:tRNA,27795861,27795932,-	1785.2120960009074	5.788125505474338
Homo_sapiens_chr6.trna130-GlnTTG:tRNA	66.0	2225.0	60.31339066339066	65857.62912535148	213.52769439801216	6:hsa;Homo_sapiens_chr6.trna130-GlnTTG:tRNA,27795861,27795932,-	1785.2120960009074	5.788125505474338
Homo_sapiens_chr6.trna173-GlnTTG:tRNA	66.0	2225.0	60.31339066339066	65857.62912535148	213.52769439801216	6:hsa;Homo_sapiens_chr6.trna173-GlnTTG:tRNA,26311747,26311818,-	1785.2120960009074	5.788125505474338
Homo_sapiens_chr6.trna130-GlnTTG:tRNA	66.0	2225.0	60.31339066339066	65857.62912535148	213.52769439801216	6:hsa;Homo_sapiens_chr6.trna130-GlnTTG:tRNA,26311747,26311818,-	1785.2120960009074	5.788125505474338
