name	unique reads 181023-190319_Brain_S29	181023-190319_Brain_S29	read count (mult. map. adj.)	181023-190319_Brain_S29181023-190319_Brain_S29(lib)	RPM (total)	coordinateString 181023-190319_Brain_S29	181023-190319_Brain_S29 (lib)	RPM_adj (total)
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	132.0	6468.0	181.70125307493717	97508.02767853104	239.8807538975894	6:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,27519529,27519600,+	2739.228635444457	6.738811622101517
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	132.0	6468.0	181.7012530749372	97508.02767853104	239.8807538975894	15:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,65869062,65869133,-	2739.2286354444573	6.738811622101518
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	132.0	6468.0	181.7012530749372	97508.02767853104	239.8807538975894	15:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,65869062,65869133,-	2739.2286354444573	6.738811622101518
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	132.0	6468.0	181.70125307493717	97508.02767853104	239.8807538975894	6:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,27519529,27519600,+	2739.228635444457	6.738811622101517
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	132.0	6468.0	181.70125307493717	97508.02767853104	239.8807538975894	6:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,18836171,18836242,+	2739.228635444457	6.738811622101517
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	132.0	6468.0	181.70125307493717	97508.02767853104	239.8807538975894	17:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,8119752,8119823,+	2739.228635444457	6.738811622101517
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	132.0	6468.0	181.70125307493717	97508.02767853104	239.8807538975894	17:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,8119752,8119823,+	2739.228635444457	6.738811622101517
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	132.0	6468.0	181.70125307493717	97508.02767853104	239.8807538975894	17:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,8119752,8119823,+	2739.228635444457	6.738811622101517
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	132.0	6468.0	181.70125307493717	97508.02767853104	239.8807538975894	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,27519529,27519600,+	2739.228635444457	6.738811622101517
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	132.0	6468.0	181.7012530749372	97508.02767853104	239.8807538975894	15:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,65869062,65869133,-	2739.2286354444573	6.738811622101518
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	132.0	6468.0	181.70125307493717	97508.02767853104	239.8807538975894	6:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,18836171,18836242,+	2739.228635444457	6.738811622101517
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	132.0	6468.0	181.7012530749372	97508.02767853104	239.8807538975894	6:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,28941601,28941672,-	2739.2286354444573	6.738811622101518
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	132.0	6468.0	181.70125307493717	97508.02767853104	239.8807538975894	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,18836171,18836242,+	2739.228635444457	6.738811622101517
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	132.0	6468.0	181.70125307493717	97508.02767853104	239.8807538975894	6:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,18836171,18836242,+	2739.228635444457	6.738811622101517
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	132.0	6468.0	181.7012530749372	97508.02767853104	239.8807538975894	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,28941601,28941672,-	2739.2286354444573	6.738811622101518
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	132.0	6468.0	181.7012530749372	97508.02767853104	239.8807538975894	6:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,28941601,28941672,-	2739.2286354444573	6.738811622101518
Homo_sapiens_chr17.trna16-GlnTTG:tRNA	126.0	6305.0	250.32539189907595	95050.72889813516	233.83552154055366	17:hsa;Homo_sapiens_chr17.trna16-GlnTTG:tRNA,49192528,49192599,+	3773.768590280493	9.283896680343206
Homo_sapiens_chr6.trna130-GlnTTG:tRNA	125.0	6213.0	199.8809474546316	93663.78725521233	230.42348855376048	6:hsa;Homo_sapiens_chr6.trna130-GlnTTG:tRNA,26311747,26311818,-	3013.295757083678	7.4130476755073405
Homo_sapiens_chr6.trna174-GlnTTG:tRNA	125.0	6213.0	199.8809474546316	93663.78725521233	230.42348855376048	6:hsa;Homo_sapiens_chr6.trna174-GlnTTG:tRNA,27795861,27795932,-	3013.295757083678	7.4130476755073405
Homo_sapiens_chr6.trna130-GlnTTG:tRNA	125.0	6213.0	199.8809474546316	93663.78725521233	230.42348855376048	6:hsa;Homo_sapiens_chr6.trna130-GlnTTG:tRNA,27795861,27795932,-	3013.295757083678	7.4130476755073405
Homo_sapiens_chr6.trna173-GlnTTG:tRNA	125.0	6213.0	199.8809474546316	93663.78725521233	230.42348855376048	6:hsa;Homo_sapiens_chr6.trna173-GlnTTG:tRNA,26311196,26311267,-	3013.295757083678	7.4130476755073405
Homo_sapiens_chr6.trna174-GlnTTG:tRNA	125.0	6213.0	199.8809474546316	93663.78725521233	230.42348855376048	6:hsa;Homo_sapiens_chr6.trna174-GlnTTG:tRNA,26311196,26311267,-	3013.295757083678	7.4130476755073405
Homo_sapiens_chr6.trna173-GlnTTG:tRNA	125.0	6213.0	199.8809474546316	93663.78725521233	230.42348855376048	6:hsa;Homo_sapiens_chr6.trna173-GlnTTG:tRNA,27795861,27795932,-	3013.295757083678	7.4130476755073405
Homo_sapiens_chr6.trna174-GlnTTG:tRNA	125.0	6213.0	199.8809474546316	93663.78725521233	230.42348855376048	6:hsa;Homo_sapiens_chr6.trna174-GlnTTG:tRNA,26311747,26311818,-	3013.295757083678	7.4130476755073405
Homo_sapiens_chr6.trna173-GlnTTG:tRNA	125.0	6213.0	199.8809474546316	93663.78725521233	230.42348855376048	6:hsa;Homo_sapiens_chr6.trna173-GlnTTG:tRNA,26311747,26311818,-	3013.295757083678	7.4130476755073405
Homo_sapiens_chr6.trna130-GlnTTG:tRNA	125.0	6213.0	199.8809474546316	93663.78725521233	230.42348855376048	6:hsa;Homo_sapiens_chr6.trna130-GlnTTG:tRNA,26311196,26311267,-	3013.295757083678	7.4130476755073405
Homo_sapiens_chr16.trna10-LysCTT:tRNA	146.0	6170.0	843.6460698974926	93015.54279167231	228.82873400558543	16:hsa;Homo_sapiens_chr16.trna10-LysCTT:tRNA,3191501,3191573,+	12718.34637205452	31.28856760509414
Homo_sapiens_chr6.trna131-GlnCTG:tRNA	112.0	5835.0	158.50022165022156	87965.26615711636	216.40448345584943	6:hsa;Homo_sapiens_chr6.trna131-GlnCTG:tRNA,27791356,27791427,-	2389.4625849912045	5.878347659615054
Homo_sapiens_chr18.trna4-LysCTT:tRNA	126.0	5243.0	882.4817927170869	79040.59819396077	194.44879293213685	18:hsa;Homo_sapiens_chr18.trna4-LysCTT:tRNA,46089305,46089377,-	13303.812472179563	32.72888029342471
Homo_sapiens_chr14.trna7-ArgACG:tRNA	38.0	4529.0	184.78358974358972	68276.72500866838	167.96844996941593	6:hsa;Homo_sapiens_chr14.trna7-ArgACG:tRNA,26328140,26328212,+	2785.6962559146987	6.853127213295481
Homo_sapiens_chr14.trna7-ArgACG:tRNA	38.0	4529.0	184.78358974358972	68276.72500866838	167.96844996941593	6:hsa;Homo_sapiens_chr14.trna7-ArgACG:tRNA,26537498,26537570,+	2785.6962559146987	6.853127213295481
Homo_sapiens_chr6.trna6-ArgACG:tRNA	38.0	4529.0	184.78358974358972	68276.72500866838	167.96844996941593	14:hsa;Homo_sapiens_chr6.trna6-ArgACG:tRNA,22929701,22929773,+	2785.6962559146987	6.853127213295481
Homo_sapiens_chr6.trna6-ArgACG:tRNA	38.0	4529.0	184.78358974358972	68276.72500866838	167.96844996941593	6:hsa;Homo_sapiens_chr6.trna6-ArgACG:tRNA,26328140,26328212,+	2785.6962559146987	6.853127213295481
Homo_sapiens_chr6.trna8-ArgACG:tRNA	38.0	4529.0	184.78358974358972	68276.72500866838	167.96844996941593	14:hsa;Homo_sapiens_chr6.trna8-ArgACG:tRNA,22929701,22929773,+	2785.6962559146987	6.853127213295481
Homo_sapiens_chr6.trna6-ArgACG:tRNA	38.0	4529.0	184.78358974358972	68276.72500866838	167.96844996941593	6:hsa;Homo_sapiens_chr6.trna6-ArgACG:tRNA,26537498,26537570,+	2785.6962559146987	6.853127213295481
Homo_sapiens_chr6.trna8-ArgACG:tRNA	38.0	4529.0	184.78358974358972	68276.72500866838	167.96844996941593	6:hsa;Homo_sapiens_chr6.trna8-ArgACG:tRNA,26537498,26537570,+	2785.6962559146987	6.853127213295481
Homo_sapiens_chr14.trna7-ArgACG:tRNA	38.0	4529.0	184.78358974358972	68276.72500866838	167.96844996941593	14:hsa;Homo_sapiens_chr14.trna7-ArgACG:tRNA,22929701,22929773,+	2785.6962559146987	6.853127213295481
Homo_sapiens_chr6.trna8-ArgACG:tRNA	38.0	4529.0	184.78358974358972	68276.72500866838	167.96844996941593	6:hsa;Homo_sapiens_chr6.trna8-ArgACG:tRNA,26328140,26328212,+	2785.6962559146987	6.853127213295481
Homo_sapiens_chr6.trna36-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr6.trna36-ArgACG:tRNA,27213844,27213916,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr3.trna11-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr3.trna11-ArgACG:tRNA,27670565,27670637,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr3.trna11-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr3.trna11-ArgACG:tRNA,27213844,27213916,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr6.trna138-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr6.trna138-ArgACG:tRNA,27213844,27213916,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr6.trna138-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr6.trna138-ArgACG:tRNA,27670565,27670637,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr6.trna36-ArgACG:tRNA	36.0	4478.0	179.11692307692306	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr6.trna36-ArgACG:tRNA,27215173,27215245,+	2700.2686909520608	6.642965761210394
Homo_sapiens_chr6.trna156-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr6.trna156-ArgACG:tRNA,27213844,27213916,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr6.trna138-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	3:hsa;Homo_sapiens_chr6.trna138-ArgACG:tRNA,45688999,45689071,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr6.trna156-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr6.trna156-ArgACG:tRNA,27670565,27670637,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr3.trna11-ArgACG:tRNA	36.0	4478.0	179.11692307692306	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr3.trna11-ArgACG:tRNA,27215173,27215245,+	2700.2686909520608	6.642965761210394
Homo_sapiens_chr6.trna138-ArgACG:tRNA	36.0	4478.0	179.11692307692306	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr6.trna138-ArgACG:tRNA,27215173,27215245,+	2700.2686909520608	6.642965761210394
Homo_sapiens_chr3.trna11-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	3:hsa;Homo_sapiens_chr3.trna11-ArgACG:tRNA,45688999,45689071,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr6.trna156-ArgACG:tRNA	36.0	4478.0	179.11692307692306	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr6.trna156-ArgACG:tRNA,27215173,27215245,+	2700.2686909520608	6.642965761210394
Homo_sapiens_chr6.trna156-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	3:hsa;Homo_sapiens_chr6.trna156-ArgACG:tRNA,45688999,45689071,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr6.trna36-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	3:hsa;Homo_sapiens_chr6.trna36-ArgACG:tRNA,45688999,45689071,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr6.trna36-ArgACG:tRNA	36.0	4478.0	179.11692307692314	67507.87692400464	166.07699690065016	6:hsa;Homo_sapiens_chr6.trna36-ArgACG:tRNA,27670565,27670637,-	2700.268690952062	6.642965761210397
Homo_sapiens_chr1.trna67-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna67-LeuCAG:tRNA,161441533,161441615,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna67-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna67-LeuCAG:tRNA,161448951,161449033,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna67-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna67-LeuCAG:tRNA,161463742,161463824,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr16.trna17-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	16:hsa;Homo_sapiens_chr16.trna17-LeuCAG:tRNA,57299951,57300033,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna38-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	6:hsa;Homo_sapiens_chr1.trna38-LeuCAG:tRNA,26521208,26521290,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna42-LeuCAG:tRNA	74.0	4270.0	80.56568832983928	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna42-LeuCAG:tRNA,161530342,161530424,-	1214.5642188629984	2.9879650672294473
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	6:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,26521208,26521290,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161463742,161463824,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	74.0	4270.0	80.56568832983928	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,161530342,161530424,-	1214.5642188629984	2.9879650672294473
Homo_sapiens_chr1.trna67-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	6:hsa;Homo_sapiens_chr1.trna67-LeuCAG:tRNA,26521208,26521290,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,161463742,161463824,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna34-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna34-LeuCAG:tRNA,161441533,161441615,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,161448951,161449033,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	6:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,26521208,26521290,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna38-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna38-LeuCAG:tRNA,161463742,161463824,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna38-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna38-LeuCAG:tRNA,161448951,161449033,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna36-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna36-LeuCAG:tRNA,161456332,161456414,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr16.trna17-LeuCAG:tRNA	74.0	4270.0	80.56568832983928	64372.18277478781	158.3628353652917	16:hsa;Homo_sapiens_chr16.trna17-LeuCAG:tRNA,57300480,57300562,-	1214.5642188629984	2.9879650672294473
Homo_sapiens_chr16.trna26-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	16:hsa;Homo_sapiens_chr16.trna26-LeuCAG:tRNA,57299951,57300033,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna34-LeuCAG:tRNA	74.0	4270.0	80.56568832983928	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna34-LeuCAG:tRNA,161530342,161530424,-	1214.5642188629984	2.9879650672294473
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161456332,161456414,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna42-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna42-LeuCAG:tRNA,161456332,161456414,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161471123,161471205,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,161463742,161463824,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna42-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna42-LeuCAG:tRNA,161448951,161449033,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161441533,161441615,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna67-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna67-LeuCAG:tRNA,161471123,161471205,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,161448951,161449033,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna38-LeuCAG:tRNA	74.0	4270.0	80.56568832983928	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna38-LeuCAG:tRNA,161530342,161530424,-	1214.5642188629984	2.9879650672294473
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,161448951,161449033,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna42-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna42-LeuCAG:tRNA,161441533,161441615,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna34-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna34-LeuCAG:tRNA,161448951,161449033,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna38-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna38-LeuCAG:tRNA,161471123,161471205,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna34-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna34-LeuCAG:tRNA,161463742,161463824,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna42-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna42-LeuCAG:tRNA,161463742,161463824,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,161441533,161441615,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr16.trna26-LeuCAG:tRNA	74.0	4270.0	80.56568832983928	64372.18277478781	158.3628353652917	16:hsa;Homo_sapiens_chr16.trna26-LeuCAG:tRNA,57300480,57300562,-	1214.5642188629984	2.9879650672294473
Homo_sapiens_chr1.trna38-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna38-LeuCAG:tRNA,161441533,161441615,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,161456332,161456414,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna34-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna34-LeuCAG:tRNA,161456332,161456414,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr1.trna40-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	6:hsa;Homo_sapiens_chr1.trna40-LeuCAG:tRNA,26521208,26521290,+	1214.5642188630002	2.9879650672294513
Homo_sapiens_chr6.trna7-LeuCAG:tRNA	74.0	4270.0	80.56568832983928	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr6.trna7-LeuCAG:tRNA,161530342,161530424,-	1214.5642188629984	2.9879650672294473
Homo_sapiens_chr1.trna38-LeuCAG:tRNA	74.0	4270.0	80.56568832983939	64372.18277478781	158.3628353652917	1:hsa;Homo_sapiens_chr1.trna38-LeuCAG:tRNA,161456332,161456414,+	1214.5642188630002	2.9879650672294513
